Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
output69_forward_paired	(0.0, 0.0007410563758637939)	(1.0, 0.00037052818793189695)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.00037052818793189695)	(14.0, 0.0007410563758637939)	(15.0, 0.0014821127517275878)	(16.0, 0.0018526409396594846)	(17.0, 0.0029642255034551756)	(18.0, 0.0040758100672508655)	(19.0, 0.010745317450025011)	(20.0, 0.02000852214832243)	(21.0, 0.021120106712118124)	(22.0, 0.02186116308798192)	(23.0, 0.03038331141041555)	(24.0, 0.05743186912944402)	(25.0, 0.0967078570502251)	(26.0, 0.13894807047446134)	(27.0, 0.19860310873149675)	(28.0, 0.3282879745076607)	(29.0, 0.4694592141097134)	(30.0, 0.5683902402875298)	(31.0, 0.7703281027104136)	(32.0, 1.0871297033921856)	(33.0, 1.4684032087741075)	(34.0, 1.8485651295922338)	(35.0, 2.3810141356503696)	(36.0, 2.896048316875706)	(37.0, 3.402930877966541)	(38.0, 4.129907182688923)	(39.0, 4.86577616392167)	(40.0, 5.433054819645404)	(41.0, 5.604609370657873)	(42.0, 6.029234674027826)	(43.0, 6.315282435111251)	(44.0, 5.823962057913556)	(45.0, 5.263352909572596)	(46.0, 5.168127165274098)	(47.0, 5.156270263260278)	(48.0, 5.420827389443652)	(49.0, 5.706875150527076)	(50.0, 4.4281823739741)	(51.0, 5.144413361246457)	(52.0, 4.384460047798136)	(53.0, 1.3942975711877281)	(54.0, 0.7903366248587361)	(55.0, 0.438334846323434)	(56.0, 0.28271300739203736)	(57.0, 0.24454860403505196)	(58.0, 0.2278748355781166)	(59.0, 0.2026789187987476)	(60.0, 0.16747874094521742)	(61.0, 0.12116271745373028)	(62.0, 0.10226577986920354)	(63.0, 0.09226151879504234)	(64.0, 0.08151620134501732)	(65.0, 0.07114141208292421)	(66.0, 0.06410137651221817)	(67.0, 0.06224873557255868)	(68.0, 0.05780239731737592)	(69.0, 0.0489097208070104)	(70.0, 0.04149915704837246)	(71.0, 0.038905459732849174)	(72.0, 0.03705281879318969)	(73.0, 0.036682290605257795)	(74.0, 0.03705281879318969)	(75.0, 0.039646516108712976)	(76.0, 0.04224021342423625)	(77.0, 0.04149915704837246)	(78.0, 0.04001704429664486)	(79.0, 0.03853493154491728)	(80.0, 0.037793875169053484)	(81.0, 0.036682290605257795)	(82.0, 0.03482964966559831)	(83.0, 0.031865424162143136)	(84.0, 0.029642255034551753)	(85.0, 0.029642255034551753)	(86.0, 0.029642255034551753)	(87.0, 0.029642255034551753)	(88.0, 0.028160142282824163)	(89.0, 0.026307501343164685)	(90.0, 0.024825388591437094)	(91.0, 0.023713804027641405)	(92.0, 0.018155881208662947)	(93.0, 0.010745317450025011)	(94.0, 0.008892676510365526)	(95.0, 0.008892676510365526)	(96.0, 0.008892676510365526)	(97.0, 0.008892676510365526)	(98.0, 0.008892676510365526)	(99.0, 0.008892676510365526)	(100.0, 0.008892676510365526)
output69_reverse_paired	(0.0, 0.0007407626892648671)	(1.0, 0.00037038134463243357)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.00037038134463243357)	(14.0, 0.00037038134463243357)	(15.0, 0.00037038134463243357)	(16.0, 0.0018519067231621677)	(17.0, 0.002592669412427035)	(18.0, 0.004444576135589203)	(19.0, 0.012222584372870306)	(20.0, 0.02407478740110818)	(21.0, 0.03370470236155145)	(22.0, 0.04703843076831906)	(23.0, 0.06222406589824884)	(24.0, 0.08740999733325432)	(25.0, 0.13111499599988147)	(26.0, 0.1844499096269519)	(27.0, 0.2614892293104981)	(28.0, 0.3785297342143471)	(29.0, 0.5052001540786394)	(30.0, 0.6859462502592669)	(31.0, 0.9633618773889596)	(32.0, 1.2981866129366797)	(33.0, 1.7100506681679457)	(34.0, 2.188953746777682)	(35.0, 2.693783519511689)	(36.0, 3.1989836735903285)	(37.0, 3.7308512844825032)	(38.0, 4.25086669234644)	(39.0, 4.919775400752615)	(40.0, 6.00573350321491)	(41.0, 7.278734184716584)	(42.0, 7.183916560490681)	(43.0, 5.822024356277223)	(44.0, 4.830513496696199)	(45.0, 4.527171175442235)	(46.0, 4.3238318172390295)	(47.0, 5.046445820616907)	(48.0, 7.145396900648908)	(49.0, 7.384292867936828)	(50.0, 4.824217013837448)	(51.0, 2.245251711161812)	(52.0, 1.1855906841684198)	(53.0, 0.9826217073098463)	(54.0, 0.772245103558624)	(55.0, 0.5011259592876827)	(56.0, 0.31852795638389286)	(57.0, 0.2274141456043142)	(58.0, 0.20815431568342763)	(59.0, 0.19482058727666005)	(60.0, 0.1555601647456221)	(61.0, 0.11778126759311386)	(62.0, 0.094817624225903)	(63.0, 0.08074313312987051)	(64.0, 0.07148359951405968)	(65.0, 0.06629826068920561)	(66.0, 0.05889063379655693)	(67.0, 0.05333491362707043)	(68.0, 0.049260718836113666)	(69.0, 0.04333461732199473)	(70.0, 0.03926042253103796)	(71.0, 0.03777889715250822)	(72.0, 0.03407508370618389)	(73.0, 0.03259355832765415)	(74.0, 0.03222317698302172)	(75.0, 0.03444546505081632)	(76.0, 0.036667753118610924)	(77.0, 0.03592699042934605)	(78.0, 0.034815846395448755)	(79.0, 0.034815846395448755)	(80.0, 0.03555660908471362)	(81.0, 0.03592699042934605)	(82.0, 0.03555660908471362)	(83.0, 0.03444546505081632)	(84.0, 0.03407508370618389)	(85.0, 0.03407508370618389)	(86.0, 0.03407508370618389)	(87.0, 0.03407508370618389)	(88.0, 0.029630507570594683)	(89.0, 0.025185931435005485)	(90.0, 0.02481555009037305)	(91.0, 0.02444516874574061)	(92.0, 0.020370973954783846)	(93.0, 0.012963347062135174)	(94.0, 0.008518770926545972)	(95.0, 0.007407626892648671)	(96.0, 0.007407626892648671)	(97.0, 0.007407626892648671)	(98.0, 0.007407626892648671)	(99.0, 0.007407626892648671)	(100.0, 0.007778008237281105)
output70_forward_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0006640238517367544)	(16.0, 0.0013280477034735088)	(17.0, 0.003320119258683772)	(18.0, 0.006640238517367544)	(19.0, 0.013944500886471842)	(20.0, 0.02124876325557614)	(21.0, 0.01992071555210263)	(22.0, 0.021912787107312894)	(23.0, 0.042165514585283906)	(24.0, 0.07569871909798999)	(25.0, 0.10591180435201232)	(26.0, 0.13811696116124492)	(27.0, 0.20617940596426224)	(28.0, 0.33898417631161315)	(29.0, 0.494697769543882)	(30.0, 0.6351388141862055)	(31.0, 0.7898563716408693)	(32.0, 1.107259772771038)	(33.0, 1.5511597176570584)	(34.0, 1.9528941479577948)	(35.0, 2.5083500999355897)	(36.0, 3.087046886724171)	(37.0, 3.552527606791636)	(38.0, 4.274653545555356)	(39.0, 5.047909320902807)	(40.0, 5.502101635490747)	(41.0, 5.701308791011773)	(42.0, 6.111343519459219)	(43.0, 6.488509067245696)	(44.0, 6.105699316719456)	(45.0, 5.388885568769631)	(46.0, 5.167765626141291)	(47.0, 5.025000498017889)	(48.0, 5.041269082385439)	(49.0, 5.332443541372006)	(50.0, 4.185674349422632)	(51.0, 4.8480381415300435)	(52.0, 4.1279042743215335)	(53.0, 1.2646334256326486)	(54.0, 0.7194698433567734)	(55.0, 0.3871259055625278)	(56.0, 0.2616253975842812)	(57.0, 0.24934095632715125)	(58.0, 0.24236870588391535)	(59.0, 0.2005352032244998)	(60.0, 0.16633797486005697)	(61.0, 0.1195242933126158)	(62.0, 0.09495541079835587)	(63.0, 0.08565907687404131)	(64.0, 0.07669475487559513)	(65.0, 0.07038652828409597)	(66.0, 0.0654063493960703)	(67.0, 0.05909812280457114)	(68.0, 0.05179386043546684)	(69.0, 0.04581764576983605)	(70.0, 0.0408374668818104)	(71.0, 0.037849359548994994)	(72.0, 0.03652131184552149)	(73.0, 0.03552527606791636)	(74.0, 0.035193264142047986)	(75.0, 0.037849359548994994)	(76.0, 0.040505454955942016)	(77.0, 0.04017344303007364)	(78.0, 0.038845395326600134)	(79.0, 0.03452924029031123)	(80.0, 0.031209121031627457)	(81.0, 0.030213085254022328)	(82.0, 0.029217049476417192)	(83.0, 0.027889001772943685)	(84.0, 0.026560954069470177)	(85.0, 0.026560954069470177)	(86.0, 0.0262289421436018)	(87.0, 0.02589693021773342)	(88.0, 0.02689296599533855)	(89.0, 0.027889001772943685)	(90.0, 0.02689296599533855)	(91.0, 0.02589693021773342)	(92.0, 0.019256691700365876)	(93.0, 0.012284441257129956)	(94.0, 0.011288405479524824)	(95.0, 0.01062438162778807)	(96.0, 0.01062438162778807)	(97.0, 0.01062438162778807)	(98.0, 0.01062438162778807)	(99.0, 0.01062438162778807)	(100.0, 0.01062438162778807)
output70_reverse_paired	(0.0, 0.0006637682121403206)	(1.0, 0.0006637682121403206)	(2.0, 0.0006637682121403206)	(3.0, 0.0006637682121403206)	(4.0, 0.0006637682121403206)	(5.0, 0.0006637682121403206)	(6.0, 0.0006637682121403206)	(7.0, 0.0006637682121403206)	(8.0, 0.0006637682121403206)	(9.0, 0.0006637682121403206)	(10.0, 0.0009956523182104808)	(11.0, 0.0009956523182104808)	(12.0, 0.0006637682121403206)	(13.0, 0.0006637682121403206)	(14.0, 0.0006637682121403206)	(15.0, 0.0006637682121403206)	(16.0, 0.0016594205303508015)	(17.0, 0.003650725166771763)	(18.0, 0.006637682121403206)	(19.0, 0.015266668879227374)	(20.0, 0.027878264909893462)	(21.0, 0.038166672198068435)	(22.0, 0.053765225183365975)	(23.0, 0.0760014602900667)	(24.0, 0.09525073844213601)	(25.0, 0.12910291726129236)	(26.0, 0.21141017556669212)	(27.0, 0.2824333742657064)	(28.0, 0.3710464305864392)	(29.0, 0.525704424015134)	(30.0, 0.7274899605057914)	(31.0, 0.99399289768013)	(32.0, 1.358401646145166)	(33.0, 1.8104277986127244)	(34.0, 2.3155554080515084)	(35.0, 2.8240018585509943)	(36.0, 3.3135309150044803)	(37.0, 3.8213135972918257)	(38.0, 4.386844114035378)	(39.0, 5.172081908997378)	(40.0, 6.373170488865289)	(41.0, 7.682121403206001)	(42.0, 7.465401081942185)	(43.0, 5.966612458929342)	(44.0, 4.8199528724569385)	(45.0, 4.470810792871129)	(46.0, 4.34900932594338)	(47.0, 4.886661577777041)	(48.0, 6.698085028707975)	(49.0, 6.857721283727722)	(50.0, 4.417709335899904)	(51.0, 2.014204639739803)	(52.0, 1.0212073943778832)	(53.0, 0.8263914241146992)	(54.0, 0.658458066443198)	(55.0, 0.4384189041186818)	(56.0, 0.28707975175068867)	(57.0, 0.23464206299160334)	(58.0, 0.21937539411237597)	(59.0, 0.20045800006637682)	(60.0, 0.15565364574690518)	(61.0, 0.11416813248813515)	(62.0, 0.09491885433606584)	(63.0, 0.07965218545683847)	(64.0, 0.06803624174438286)	(65.0, 0.061730443729049816)	(66.0, 0.05310145697122565)	(67.0, 0.047791311274103083)	(68.0, 0.04214928147091036)	(69.0, 0.03551159934950715)	(70.0, 0.03451594703129667)	(71.0, 0.03584348345557731)	(72.0, 0.03617536756164747)	(73.0, 0.036507251667717636)	(74.0, 0.03617536756164747)	(75.0, 0.036507251667717636)	(76.0, 0.037502903985928114)	(77.0, 0.03783478809199828)	(78.0, 0.03783478809199828)	(79.0, 0.03451594703129667)	(80.0, 0.031197105970595065)	(81.0, 0.03152899007666523)	(82.0, 0.03152899007666523)	(83.0, 0.029537685440244266)	(84.0, 0.027878264909893462)	(85.0, 0.027214496697753145)	(86.0, 0.026550728485612823)	(87.0, 0.026550728485612823)	(88.0, 0.026882612591682988)	(89.0, 0.027214496697753145)	(90.0, 0.02356377153098138)	(91.0, 0.019913046364209618)	(92.0, 0.015930437091367693)	(93.0, 0.01161594371245561)	(94.0, 0.01028840728817497)	(95.0, 0.009292754969964487)	(96.0, 0.009292754969964487)	(97.0, 0.009292754969964487)	(98.0, 0.009292754969964487)	(99.0, 0.009292754969964487)	(100.0, 0.009624639076034648)
output71_forward_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0006841793781493632)	(16.0, 0.0017104484453734081)	(17.0, 0.00205253813444809)	(18.0, 0.0051313453361202235)	(19.0, 0.01642030507558472)	(20.0, 0.02394627823522771)	(21.0, 0.022920009168003668)	(22.0, 0.028735533882273255)	(23.0, 0.03694568642006561)	(24.0, 0.06226032341159206)	(25.0, 0.10365317578962853)	(26.0, 0.1337570684282005)	(27.0, 0.17925499707513315)	(28.0, 0.3030914645201679)	(29.0, 0.4354801741920697)	(30.0, 0.5606850003934031)	(31.0, 0.7525973159642995)	(32.0, 1.047478627946675)	(33.0, 1.4251456446851236)	(34.0, 1.8038389304907962)	(35.0, 2.3053424146742794)	(36.0, 2.835239343050961)	(37.0, 3.306638934595872)	(38.0, 4.009291155955268)	(39.0, 4.854936867347881)	(40.0, 5.405359177069044)	(41.0, 5.572641035026563)	(42.0, 6.023857334916069)	(43.0, 6.480547069830768)	(44.0, 6.15624604458797)	(45.0, 5.3971490245312514)	(46.0, 5.159738780313423)	(47.0, 5.115951300111863)	(48.0, 5.269207480817321)	(49.0, 5.5952189545054924)	(50.0, 4.364722342903862)	(51.0, 5.011613944944085)	(52.0, 4.235412440433633)	(53.0, 1.3382548636601543)	(54.0, 0.8131471909305181)	(55.0, 0.4631894390071189)	(56.0, 0.30959116861258684)	(57.0, 0.27059294405807316)	(58.0, 0.2630669708984301)	(59.0, 0.2435678586211733)	(60.0, 0.20491172375573427)	(61.0, 0.15359827039453205)	(62.0, 0.12794154371393093)	(63.0, 0.12281019837781071)	(64.0, 0.11391586646186896)	(65.0, 0.09715347169720957)	(66.0, 0.07662809035272868)	(67.0, 0.06670748936956292)	(68.0, 0.06226032341159206)	(69.0, 0.05644479869732247)	(70.0, 0.05747106776454651)	(71.0, 0.061576144033442685)	(72.0, 0.0595236058989946)	(73.0, 0.05815524714269587)	(74.0, 0.05747106776454651)	(75.0, 0.05439226056287437)	(76.0, 0.05165554305027692)	(77.0, 0.05097136367212756)	(78.0, 0.04960300491582883)	(79.0, 0.04686628740323138)	(80.0, 0.04515583895785797)	(81.0, 0.04344539051248456)	(82.0, 0.041734942067111154)	(83.0, 0.041734942067111154)	(84.0, 0.041734942067111154)	(85.0, 0.04036658331081243)	(86.0, 0.03865613486543902)	(87.0, 0.03831404517636434)	(88.0, 0.037287776109140296)	(89.0, 0.036261507041916254)	(90.0, 0.030788072016721343)	(91.0, 0.02531463699152644)	(92.0, 0.022920009168003668)	(93.0, 0.019499112277256852)	(94.0, 0.017788663831883444)	(95.0, 0.01710448445373408)	(96.0, 0.01710448445373408)	(97.0, 0.01710448445373408)	(98.0, 0.01710448445373408)	(99.0, 0.01710448445373408)	(100.0, 0.01710448445373408)
output71_reverse_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0003417670037628547)	(13.0, 0.0010253010112885642)	(14.0, 0.0013670680150514188)	(15.0, 0.0017088350188142736)	(16.0, 0.0013670680150514188)	(17.0, 0.002392369026339983)	(18.0, 0.007518874082782804)	(19.0, 0.0181136511994313)	(20.0, 0.033493166368759764)	(21.0, 0.04716384651927395)	(22.0, 0.06083452666978814)	(23.0, 0.07963171187674514)	(24.0, 0.09945419809499073)	(25.0, 0.1267955583960191)	(26.0, 0.1900224540921472)	(27.0, 0.2590593888522439)	(28.0, 0.3486023438381118)	(29.0, 0.4791573392755223)	(30.0, 0.6954958526574093)	(31.0, 0.9702765236827445)	(32.0, 1.3110182264343107)	(33.0, 1.7187462619233964)	(34.0, 2.133651404491502)	(35.0, 2.665440862346504)	(36.0, 3.159294182783829)	(37.0, 3.6011989186492004)	(38.0, 4.158962668790179)	(39.0, 4.928280194260365)	(40.0, 6.236906051668336)	(41.0, 7.603290532712228)	(42.0, 7.339788172811068)	(43.0, 5.873607726668421)	(44.0, 4.782345683653626)	(45.0, 4.400591940450517)	(46.0, 4.249189157783572)	(47.0, 4.916318349128665)	(48.0, 6.903009942002139)	(49.0, 7.1299432325006755)	(50.0, 4.616246919824878)	(51.0, 2.1609927647925304)	(52.0, 1.1418435595716976)	(53.0, 0.9046572589602764)	(54.0, 0.7228372129584377)	(55.0, 0.512650505644282)	(56.0, 0.34894411084187466)	(57.0, 0.2597429228597696)	(58.0, 0.2535911167920382)	(59.0, 0.2539328837958011)	(60.0, 0.20506020225771285)	(61.0, 0.1541369186970475)	(62.0, 0.12850439341483338)	(63.0, 0.11244134423797919)	(64.0, 0.10253010112885642)	(65.0, 0.09296062502349649)	(66.0, 0.07826464386169373)	(67.0, 0.07040400277514806)	(68.0, 0.06459396371117954)	(69.0, 0.05980922565849957)	(70.0, 0.05844215764344815)	(71.0, 0.056733322624633875)	(72.0, 0.055024487605819614)	(73.0, 0.05399918659453105)	(74.0, 0.05365741959076818)	(75.0, 0.05536625460958246)	(76.0, 0.056733322624633875)	(77.0, 0.05639155562087103)	(78.0, 0.055024487605819614)	(79.0, 0.050239749553139645)	(80.0, 0.046480312511748244)	(81.0, 0.04511324449669682)	(82.0, 0.0437461764816454)	(83.0, 0.04306264247411969)	(84.0, 0.04203734146283113)	(85.0, 0.04032850644401686)	(86.0, 0.03861967142520258)	(87.0, 0.038277904421439725)	(88.0, 0.037252603410151165)	(89.0, 0.0362273023988626)	(90.0, 0.033493166368759764)	(91.0, 0.03075903033865692)	(92.0, 0.028366661312316938)	(93.0, 0.024607224270925536)	(94.0, 0.021531321237059847)	(95.0, 0.019822486218245575)	(96.0, 0.019822486218245575)	(97.0, 0.019822486218245575)	(98.0, 0.019822486218245575)	(99.0, 0.019822486218245575)	(100.0, 0.019822486218245575)
output72_forward_paired	(0.0, 0.0007028888732691362)	(1.0, 0.0003514444366345681)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0003514444366345681)	(11.0, 0.0010543333099037042)	(12.0, 0.0014057777465382724)	(13.0, 0.0014057777465382724)	(14.0, 0.0014057777465382724)	(15.0, 0.0014057777465382724)	(16.0, 0.0014057777465382724)	(17.0, 0.0017572221831728405)	(18.0, 0.0038658888029802487)	(19.0, 0.0077317776059604975)	(20.0, 0.011949110845575315)	(21.0, 0.015814999648555563)	(22.0, 0.024952555001054335)	(23.0, 0.04357911014268644)	(24.0, 0.07274899838335559)	(25.0, 0.11316510859633092)	(26.0, 0.15393266324594082)	(27.0, 0.25339143881352355)	(28.0, 0.3876432136079286)	(29.0, 0.5183805440359879)	(30.0, 0.6905883179869262)	(31.0, 0.9242988683489141)	(32.0, 1.2363815280804105)	(33.0, 1.8046671821185072)	(34.0, 2.410557390876502)	(35.0, 3.094468264567372)	(36.0, 3.6465874745202784)	(37.0, 4.386729458072678)	(38.0, 5.628734097139242)	(39.0, 6.549167076685176)	(40.0, 7.19266184016307)	(41.0, 7.532508610388698)	(42.0, 7.476980389400436)	(43.0, 7.324453503901034)	(44.0, 6.907640402052436)	(45.0, 6.278203416039924)	(46.0, 5.403458213256484)	(47.0, 4.306600126519998)	(48.0, 3.480705700428762)	(49.0, 3.083924931468335)	(50.0, 2.315667392985169)	(51.0, 1.671118296197371)	(52.0, 1.2711745273072328)	(53.0, 0.7120264286216349)	(54.0, 0.49623954452801017)	(55.0, 0.3047023265621705)	(56.0, 0.2070007731777606)	(57.0, 0.20137766219160752)	(58.0, 0.20032332888170382)	(59.0, 0.16658466296478527)	(60.0, 0.13671188585084698)	(61.0, 0.12054544176565685)	(62.0, 0.11351655303296548)	(63.0, 0.09453855345469882)	(64.0, 0.0738033316932593)	(65.0, 0.06536866521402966)	(66.0, 0.05763688760806917)	(67.0, 0.05025655443874323)	(68.0, 0.04041611021297533)	(69.0, 0.03268433260701483)	(70.0, 0.03127855486047656)	(71.0, 0.03092711042384199)	(72.0, 0.029872777113938286)	(73.0, 0.028818443804034585)	(74.0, 0.02811555493076545)	(75.0, 0.029521332677303717)	(76.0, 0.03092711042384199)	(77.0, 0.030575665987207422)	(78.0, 0.030224221550572854)	(79.0, 0.027764110494130877)	(80.0, 0.025303999437688903)	(81.0, 0.02565544387432347)	(82.0, 0.02565544387432347)	(83.0, 0.024601110564419763)	(84.0, 0.02354677725451606)	(85.0, 0.022140999507977786)	(86.0, 0.021438110634708653)	(87.0, 0.02178955507134322)	(88.0, 0.022843888381246926)	(89.0, 0.02389822169115063)	(90.0, 0.022843888381246926)	(91.0, 0.02178955507134322)	(92.0, 0.01862655514163211)	(93.0, 0.014760666338651859)	(94.0, 0.01300344415547902)	(95.0, 0.011597666408940747)	(96.0, 0.01089477753567161)	(97.0, 0.010543333099037043)	(98.0, 0.010543333099037043)	(99.0, 0.010543333099037043)	(100.0, 0.010543333099037043)
output72_reverse_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.00035102499297950013)	(9.0, 0.0007020499859590003)	(10.0, 0.0010530749789385003)	(11.0, 0.0014040999719180005)	(12.0, 0.0014040999719180005)	(13.0, 0.0014040999719180005)	(14.0, 0.0014040999719180005)	(15.0, 0.0017551249648975007)	(16.0, 0.002457174950856501)	(17.0, 0.004212299915754001)	(18.0, 0.005616399887672002)	(19.0, 0.008775624824487504)	(20.0, 0.012987924740241505)	(21.0, 0.015796124684077505)	(22.0, 0.03299634934007301)	(23.0, 0.06493962370120752)	(24.0, 0.11373209772535804)	(25.0, 0.20183937096321258)	(26.0, 0.2952120190957596)	(27.0, 0.36436394271272116)	(28.0, 0.43597304128053915)	(29.0, 0.5837545633249087)	(30.0, 0.8252597584948049)	(31.0, 1.118716652625667)	(32.0, 1.5417017691659647)	(33.0, 2.079472058410559)	(34.0, 2.6365487222690254)	(35.0, 3.2171440606571187)	(36.0, 3.964827295703454)	(37.0, 4.793948329121033)	(38.0, 5.703805110923898)	(39.0, 6.9373069362538615)	(40.0, 8.122367312552655)	(41.0, 8.506388654872227)	(42.0, 8.060235888795281)	(43.0, 7.440676776186464)	(44.0, 6.782855939342881)	(45.0, 5.796826734063465)	(46.0, 4.55770850884583)	(47.0, 3.4765515304689694)	(48.0, 2.868927267621455)	(49.0, 2.393990452120191)	(50.0, 1.7375737152485256)	(51.0, 1.1120471777590564)	(52.0, 0.7620752597584948)	(53.0, 0.6114855377702892)	(54.0, 0.4314097163718057)	(55.0, 0.2713423195731536)	(56.0, 0.19516989609660207)	(57.0, 0.17586352148272957)	(58.0, 0.17235327155293456)	(59.0, 0.15409997191800057)	(60.0, 0.12882617242347655)	(61.0, 0.11197697276046055)	(62.0, 0.09898904802021903)	(63.0, 0.08389497332210054)	(64.0, 0.07231114855377703)	(65.0, 0.06599269868014603)	(66.0, 0.050547598989048016)	(67.0, 0.03650659926986801)	(68.0, 0.030539174389216512)	(69.0, 0.02632687447346251)	(70.0, 0.02562482448750351)	(71.0, 0.02597584948048301)	(72.0, 0.025273799494524008)	(73.0, 0.02562482448750351)	(74.0, 0.02597584948048301)	(75.0, 0.029135074417298512)	(76.0, 0.032294299354114014)	(77.0, 0.03194327436113451)	(78.0, 0.03159224936815501)	(79.0, 0.030188149396237013)	(80.0, 0.028784049424319013)	(81.0, 0.02808199943836001)	(82.0, 0.02737994945240101)	(83.0, 0.02562482448750351)	(84.0, 0.023869699522606008)	(85.0, 0.02351867452962651)	(86.0, 0.02316764953664701)	(87.0, 0.02316764953664701)	(88.0, 0.02457174950856501)	(89.0, 0.02597584948048301)	(90.0, 0.02457174950856501)	(91.0, 0.02316764953664701)	(92.0, 0.01965739960685201)	(93.0, 0.015094074698118506)	(94.0, 0.012636899747262004)	(95.0, 0.010881774782364505)	(96.0, 0.010179724796405503)	(97.0, 0.009828699803426004)	(98.0, 0.009828699803426004)	(99.0, 0.009828699803426004)	(100.0, 0.009828699803426004)
